"","Forest","Community","Year","Site_Year_Code","Taxa_lvl1","Taxa_lvl2","Taxa_lvl5","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Estimated_Total_Pounds_Harvested","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested"
"704","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Large Land Mammals","Goat",50,181,150,543,"No",120,"Ind.",0.12,0.08,0.06,0.08,0.06,1303,2.4,3
"705","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Large Land Mammals","Goat",139,234,377,634.7,"Yes",102,"Ind.",0.18,0.036,0.022,0.158,0.029000001,515,0.81,3
"706","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Large Land Mammals","Moose",50,181,150,543,"No",550,"Ind.",0.7,0.62,0.22,0.62,0.22,21901,40.33,11
"707","Tongass","Yakutat","1987","Yakutat_1987","Land Mammals","Large Land Mammals","Moose",48,169,184,588.8,"No",400,"Ind.",0.53900003,NA,0.127,0.435,0.16299999,8580,14.57,NA
"708","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Large Land Mammals","Moose",139,234,377,634.7,"Yes",400,"Ind.",0.77,0.396,0.173,0.64699996,0.30200002,18181,28.65,27
"709","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Large Land Mammals","Moose",101,240,249,591.7,"Yes",540,"Ind.",0.752,0.485,0.198,0.644,0.317,25663.4,43.373493,20
"710","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Beaver",50,181,150,543,"No",15,"Ind.",0.02,0.02,0.02,0,0.02,272,0.5,5
"711","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Beaver",139,234,377,634.7,"Yes",0,"Ind.",0.0139999995,0.0069999998,0.0069999998,0.0069999998,0,0,0,1
"712","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Beaver",101,240,249,591.7,"Yes",8.75,"Ind.",0.03,0.03,0.02,0,0,207.9,0.3514056,10
"713","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Coyote",50,181,150,543,"No",0,"Ind.",0.02,0.02,0.02,0,0.02,0,0,1
"714","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Coyote",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,0,0,1
"715","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Coyote",101,240,249,591.7,"Yes",0,"Ind.",0.01,0.01,0.01,0,0.01,0,0,1
"716","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Red Fox",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,0,0,1
"717","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Snowshoe Hare",139,234,377,634.7,"Yes",2,"Ind.",0.072,0.072,0.065,0.0069999998,0.022,418,0.66,126
"718","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Snowshoe Hare",101,240,249,591.7,"Yes",2,"Ind.",0.118999995,0.139,0.118999995,0.01,0.04,628.8,1.0627309,131
"719","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Land Otter",50,181,150,543,"No",0,"Ind.",0.02,0.02,0.02,0,0.02,0,0,3
"720","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Land Otter",139,234,377,634.7,"Yes",0,"Ind.",0.022,0.029000001,0.022,0,0.0069999998,0,0,7
"721","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Land Otter",101,240,249,591.7,"Yes",0,"Ind.",0.02,0.02,0.02,0.01,0,0,0,4
"722","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Lynx",50,181,150,543,"No",20,"Ind.",0.02,0.02,0.02,0,0,145,0.27,2
"723","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Lynx",101,240,249,591.7,"Yes",4,"Ind.",0.01,0.02,0.01,0,0,0,0,1
"724","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Marmot",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,0,0,6
"725","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Marten",50,181,150,543,"No",0,"Ind.",0.06,0.06,0.06,0,0.02,0,0,21
"726","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Marten",139,234,377,634.7,"Yes",0,"Ind.",0.05,0.036,0.036,0.022,0.0139999995,0,0,62
"727","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Marten",101,240,249,591.7,"Yes",0,"Ind.",0.059,0.059,0.059,0,0.02,0,0,164
"728","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Mink",50,181,150,543,"No",0,"Ind.",0.06,0.06,0.06,0,0,0,0,16
"729","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Mink",139,234,377,634.7,"Yes",0,"Ind.",0.029000001,0.0139999995,0.0139999995,0.0139999995,0,0,0,5
"730","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Mink",101,240,249,591.7,"Yes",0,"Ind.",0.02,0.03,0.02,0,0,0,0,20
"731","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Tree Squirrel",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,0,0,1
"732","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Tree Squirrel",101,240,249,591.7,"Yes",0.5,"Ind.",0.01,0.01,0.01,0,0,19,0.032128513,16
"733","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Weasel",50,181,150,543,"No",0,"Ind.",0.02,0.02,0.02,0,0.02,0,0,3
"734","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Weasel",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,0,0,2
"735","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Weasel",101,240,249,591.7,"Yes",0,"Ind.",0.02,0.02,0.02,0,0.01,0,0,11
"736","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Wolf",50,181,150,543,"No",0,"Ind.",0.1,0.1,0.1,0,0.02,0,0,19
"737","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Wolf",139,234,377,634.7,"Yes",0,"Ind.",0.022,0.05,0.022,0,0.0069999998,0,0,6
"738","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Wolf",101,240,249,591.7,"Yes",0,"Ind.",0.02,0.04,0.01,0,0,0,0,2
"739","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Small Land Mammals","Wolverine",50,181,150,543,"No",0,"Ind.",0.04,0.04,0.04,0,0.02,0,0,12
"740","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Small Land Mammals","Wolverine",139,234,377,634.7,"Yes",0,"Ind.",0.0069999998,0.0139999995,0.0069999998,0,0,0,0,1
"741","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Small Land Mammals","Wolverine",101,240,249,591.7,"Yes",0,"Ind.",0.02,0.02,0.02,0,0.01,0,0,4
