"","Forest","Project_Name","Site_Year_Code","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"1","Tongass","Southeast Timber 1984/1985","Angoon_1984","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",38,145,163,622,"No",1,"Quarts",0.71099997,0.632,0.632,0.237,0.368,425,1621,782,2460,11.18,2.61,425,1622,0.00012054823,4.5618553,3.670886,3.243479
"2","Tongass","Tongass Resource Use Cooperative Study 1987","Angoon_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",46,139,193,520.8,"No",1.5,"Quarts",0.916,NA,0.708,0.347,0.146,NA,2128,1389,2867,15.258,4.09,NA,1419,0.00016729296,5.5487924,4.465066,5.0826936
"3","Tongass","Southeast Harvest Update 1996","Angoon_1996","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",74,161,267,580.9,"No",NA,"Quarts",0.311,0.35099998,0.284,0.068,0.054,453.5,987,575,1399,6.13,1.7,303,659,7.569889e-05,6.7929616,5.466238,2.112611
"4","Tongass","Tongass Resource Use Cooperative Study 1987","Beecher Pass_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",5,17,13,44.2,"Yes",1.5,"Quarts",0.8,NA,0.8,0.2,0.2,159,541,-222,1304,31.8,12.24,106,360,0.000256617,19.013498,15.299999,15.210798
"5","Tongass","Tongass Resource Use Cooperative Study 1987","Coffman Cove_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",41,66,120,185.9,"No",1.5,"Quarts",0.50200003,NA,0.485,0.046,0.12100001,NA,751,331,1170,11.325,4.04,NA,500,0.00022029922,10.001111,8.047809,5.020558
"6","Tongass","Prince of Wales 1998/1999","Coffman Cove_1998","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",50,75,142,213,"Yes",NA,"Quarts",0.82,0.82,0.82,0.2,0.22,1134.19,1701,1235,2167,22.68,7.99,761,1142,0.0002891972,12.108868,9.743902,9.929272
"7","Tongass","Tongass Resource Use Cooperative Study 1987","Craig_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",64,365,213,1182.3,"No",1.5,"Quarts",0.465,NA,0.4,0.129,0.162,NA,3267,1996,4538,8.953,2.76,NA,2178,0.00014905489,7.376099,5.935484,3.429886
"8","Tongass","Prince of Wales 1997/1998","Craig_1997","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",173,608,502,1764.3,"Yes",NA,"Quarts",0.618,0.584,0.584,0.15,0.24299999,5939.44,20874,16519,25229,34.33,11.83,3975.5,13972,0.00051295786,23.78849,19.142395,14.701286
"9","Tongass","Tongass Resource Use Cooperative Study 1987","Edna Bay_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",20,21,66,69.3,"No",1.5,"Quarts",0.9,NA,0.85,0.35,0.5,891,936,861,1011,44.55,13.51,594,624,0.00028206364,18.654493,15.011111,16.789043
"10","Tongass","Prince of Wales 1998/1999","Edna Bay_1998","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",12,17,37,52.4,"Yes",NA,"Quarts",0.833,0.833,0.833,0.333,0.25,950,1346,751,1941,79.17,25.68,656,929,0.00067001843,38.310745,30.828331,31.912853
"11","Tongass","Tongass Resource Use Cooperative Study 1987","Elfin Cove_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",13,19,41,59.9,"Yes",1.5,"Quarts",0.92300004,NA,0.92300004,0.538,0.231,477,697,444,950,36.692,11.64,318,465,0.00044352526,15.671908,12.611051,14.465172
"12","Tongass","Southeast Harvest Update 1996","Game Creek_1996","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",12,15,51,63.8,"Yes",NA,"Quarts",1,0.917,0.917,0.417,0.5,829.5,1037,756,1318,69.13,16.26,553,691,0.0008688731,20.206503,16.26,20.206503
"13","Tongass","Tongass Resource Use Cooperative Study 1987","Gustavus_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",35,65,91,152.3,"Yes",1.5,"Quarts",0.88199997,NA,0.88199997,0.273,0.36900002,NA,1195,873,1517,18.522,7.84,NA,796,0.00032578173,11.046332,8.888889,9.742865
"14","Tongass","Haines/Klukwan 1983","Haines_1983","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",147,660,425,1908.2,"No",1,"lb.",0.708,NA,0.708,NA,NA,2245,10078,7954,12202,15.27,5.28,2245,10080,0.00041986592,9.267685,7.4576273,6.5615215
"15","Tongass","Tongass Resource Use Cooperative Study 1987","Haines_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",62,608,181,1622.6,"No",1.5,"Quarts",0.508,NA,0.431,0.231,0.233,NA,5167,2032,8302,8.495,3.18,NA,3445,0.00032718063,7.779184,6.259843,3.9518254
"16","Tongass","Southeast Harvest Update 1996","Haines_1996","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",92,787,254,2172.8,"No",NA,"Quarts",0.796,0.731,0.72,0.269,0.269,2989.5,25330,17826,32834,32.15,11.77,2018,17099,0.0006010488,18.375282,14.786433,14.626724
"17","Tongass","Tongass Resource Use Cooperative Study 1987","Hollis_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",29,32,72,79.4,"No",1.5,"Quarts",0.525,NA,0.525,0.091000006,0.131,NA,536,-9,-9,16.697,6.75,NA,357,0.0003694768,15.97773,12.857142,8.388309
"18","Tongass","Prince of Wales 1998/1999","Hollis_1998","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",46,59,121,155.2,"Yes",NA,"Quarts",0.674,0.65199995,0.65199995,0.087,0.19600001,587.88,754,611,897,12.78,4.86,392.3,503,0.0002870085,8.960804,7.2106824,6.0395823
"19","Tongass","Southeast Timber 1985/1986","Hoonah_1985","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",71,280,227,895.2,"No",1,"Quarts",0.676,NA,0.66199994,NA,NA,1837,7244,4535,9953,25.87,8.09,1837,7245,0.00038528637,14.872106,11.967456,10.053543
"20","Tongass","Tongass Resource Use Cooperative Study 1987","Hoonah_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",62,219,222,699.8,"No",1.5,"Quarts",0.79300004,NA,0.69699997,0.338,0.33900002,NA,6222,4344,8100,28.404,8.89,NA,4148,0.00023098597,13.931541,11.210592,11.047713
"21","Tongass","Southeast Harvest Update 1996","Hoonah_1996","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",77,280,245,890.9,"No",NA,"Quarts",0.753,0.714,0.714,0.24700001,0.42900002,6033.87,21941,13742,30141,78.36,24.63,4112.5,14955,0.0006619641,40.64808,32.70916,30.608004
"22","Tongass","Tongass Resource Use Cooperative Study 1987","Hydaburg_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",35,110,129,379.1,"No",1.5,"Quarts",0.62700003,NA,0.522,0.284,0.103999995,NA,2300,1442,3157,20.905,6.07,NA,1533,0.00018038791,12.030724,9.681021,7.543264
"23","Tongass","Prince of Wales 1997/1998","Hydaburg_1997","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",51,131,155,398.1,"No",NA,"Quarts",0.745,0.608,0.608,0.275,0.314,1797.25,4616,3177,6056,35.24,11.45,1205,3095,0.00029804875,19.099403,15.369127,14.229056
"24","Tongass","Tongass Resource Use Cooperative Study 1987","Hyder_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",33,39,66,77.9,"Yes",1.5,"Quarts",0.667,NA,0.515,0.152,0.091000006,429,507,395,619,13,6.51,286,338,0.00018854592,12.129023,9.76012,8.090057
"25","Tongass","Southeast Timber 1985/1986","Kake_1985","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",70,171,256,625.4,"No",1,"Quarts",0.7,NA,0.65699995,NA,NA,1433,3500,2405,4595,20.47,5.6,1433,3501,0.00025728863,9.941698,8,6.959189
"26","Tongass","Tongass Resource Use Cooperative Study 1987","Kake_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",52,193,192,642,"No",1.5,"Quarts",0.797,NA,0.69699997,0.32299998,0.215,NA,6805,-481,14090,35.339,10.6,NA,4537,0.00065094075,16.52792,13.299875,13.172751
"27","Tongass","Southeast Harvest Update 1996","Kake_1996","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",73,249,219,747,"Yes",NA,"Quarts",0.84900004,0.699,0.65800005,0.37,0.205,1276,4352,3281,5423,17.48,5.83,856,2920,0.00032527617,8.533584,6.866902,7.2450128
"28","Tongass","Tongass Resource Use Cooperative Study 1987","Kasaan_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",14,14,40,40,"No",1.5,"Quarts",0.643,NA,0.643,0.071,0.214,126,126,126,126,9,3.15,84,84,0.00017345816,6.0879374,4.8989115,3.9145439
"29","Tongass","Prince of Wales 1998/1999","Kasaan_1998","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",14,18,34,43.7,"Yes",NA,"Quarts",0.857,0.857,0.857,0.214,0.5,520.62,669,467,872,37.19,15.31,354.5,456,0.00033859705,22.200615,17.864645,19.025927
"30","Tongass","Southeast Timber 1984/1985","Klawock_1984","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",36,131,130,473.1,"No",1,"Quarts",0.694,0.694,0.694,0.139,0.19399999,493,1793,1169,2417,13.69,3.79,493,1794,0.00016970489,6.78657,5.461095,4.70988
"31","Tongass","Tongass Resource Use Cooperative Study 1987","Klawock_1987","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",52,224,198,790.3,"No",1.5,"Quarts",0.52599996,NA,0.492,0.177,0.147,NA,2913,1856,3969,12.994,3.69,NA,1942,0.00014945513,8.717887,7.0152097,4.5856085
"32","Tongass","Prince of Wales 1997/1998","Klawock_1997","Vegetation","Vegetation","Berries","Berries","Berries",601000000,"Berries",106,303,295,847.3,"Yes",NA,"Quarts",0.679,0.59400004,0.59400004,0.20799999,0.21700001,4027,11511,7825,15198,37.99,13.6,2708.5,7742,0.0004246489,24.89085,20.029455,16.900888
