"","Site_Year_Code","Lowest_Common_Taxon_Name","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Percent_Using_mean","Percent_Attempting_to_Harvest_mean","Percent_Harvesting_mean","Percent_Receiving_mean","Percent_Giving_mean","Reported_Pounds_Harvested_sum","Estimated_Total_Pounds_Harvested_sum","Percapita_Pounds_Harvested_sum","Number_Of_Resource_Harvested_sum","Estimated_Amount_Harvested_sum"
"552","Gustavus_1987","Goat","Terrestrial","Terrestrial",2,"Primary Consumer",35,65,91,152.3,0.040999997,NA,0,0.040999997,0,NA,0,0,NA,0
"553","Gustavus_1987","Halibut","Marine","Marine",4,"Tertiary Consumer",35,65,91,152.3,0.9,NA,0.76,0.41799998,0.66400003,NA,9540,62.63,NA,9540
"554","Gustavus_1987","Herring","Marine","Marine",3,"Secondary Consumer",35,65,91,152.3,0.077,NA,0.040999997,0.037,0,NA,74,0.49,NA,74
"555","Gustavus_1987","Herring Roe","Nearshore","Nearshore",3,"Secondary Consumer",35,65,91,152.3,0.077,NA,0.040999997,0.037,0.040999997,NA,105,0.69,NA,105
"556","Gustavus_1987","King Crab","Marine","Marine",2.5,"Omnivore (pp/pc)",35,65,91,152.3,0.409,NA,0.132,0.33200002,0.018,NA,128,0.84,NA,24
"557","Gustavus_1987","Moose","Terrestrial","Terrestrial",2,"Primary Consumer",35,65,91,152.3,0.141,NA,0,0.141,0,NA,0,0,NA,0
"558","Gustavus_1987","Octopus","Marine","Marine",3,"Secondary Consumer",35,65,91,152.3,0.11399999,NA,0.096,0.037,0.059,NA,87,0.57,NA,14
"559","Gustavus_1987","Pink Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",35,65,91,152.3,0.44599998,NA,0.44599998,0.040999997,0.132,NA,728,4.78,NA,331
"560","Gustavus_1987","Plants/Greens","Terrestrial","Terrestrial",1,"Primary Producer",35,65,91,152.3,0.39900002,NA,0.34,0.141,0.081999995,NA,173,1.14,NA,173
"561","Gustavus_1987","Rockfish","Marine","Marine",3.5,"Omnivore (pc/sc)",35,65,91,152.3,0.21,NA,0.15100001,0.096,0.055,NA,179,1.18,NA,90
"562","Gustavus_1987","Scallop","Marine","Marine",2,"Primary Consumer",35,65,91,152.3,0.037,NA,0,0.037,0,NA,0,0,NA,0
"563","Gustavus_1987","Sea Urchin","Nearshore","Nearshore",2,"Primary Consumer",35,65,91,152.3,0.040999997,NA,0.040999997,0,0.040999997,NA,67,0.44,NA,39
"564","Gustavus_1987","Seabirds and Loons","Terrestrial",NA,2.5,"Omnivore (pp/pc)",35,65,91,152.3,0.018,NA,0.018,0,0,NA,11,0.07,NA,7
"565","Gustavus_1987","Seal","Marine","Marine",4.5,"Omnivore (high level generalist)",35,65,91,152.3,0.059,NA,0,0.059,0,NA,0,0,NA,0
"566","Gustavus_1987","Seaweed/Kelp","Nearshore",NA,1,"Primary Producer",35,65,91,152.3,0.081999995,NA,0.081999995,0,0,NA,137,0.9,NA,137
"567","Gustavus_1987","Shrimp","Marine","Marine",2.5,"Omnivore (pp/pc)",35,65,91,152.3,0.269,NA,0.055,0.23200001,0,NA,24,0.16,NA,24
"568","Gustavus_1987","Sockeye Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",35,65,91,152.3,0.277,NA,0.19600001,0.081999995,0.159,NA,463,3.04,NA,108
"569","Gustavus_1987","Tanner Crab","Marine","Marine",3,"Secondary Consumer",35,65,91,152.3,0.25,NA,0.155,0.155,0.118,NA,193,1.27,NA,117
"570","Gustavus_1987","Unknown Marine Invertebrates","Marine","not all are marine..",2.5,"Omnivore (pp/pc)",35,65,91,152.3,0.059,NA,0.059,0,0,NA,59,0.39,NA,59
"571","Gustavus_1987","Unknown Non-Salmon Fish","Marine","Marine",3.5,"Omnivore (pc/sc)",35,65,91,152.3,0.018,NA,0.018,0,0,NA,19,0.12,NA,19
"572","Gustavus_1987","Upland Game Birds","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",35,65,91,152.3,0.214,NA,0.214,0.040999997,0,NA,41,0.27,NA,59
"573","Gustavus_1987","Wood","Terrestrial","Terrestrial",1,"Primary Producer",35,65,91,152.3,0.91800004,NA,0.91800004,0.16299999,0.055,NA,0,0,NA,380
"574","Haines_1983","Beaver","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0,0.0069999998,0,0,0,0,0,0,0,0
"575","Haines_1983","Berries","Terrestrial","Terrestrial",1,"Primary Producer",147,660,425,1908.2,0.708,NA,0.708,NA,NA,2245,10078,5.28,2245,10080
"576","Haines_1983","Black Bear","Terrestrial","Terrestrial",3.5,"Omnivore (pp/pc/sc)",147,660,425,1908.2,0.16299999,0.157,0.095,0.081999995,0.048,3000,13464,7.06,20,90
"577","Haines_1983","Brown Bear","Terrestrial","Terrestrial",3.5,"Omnivore (pp/pc/sc)",147,660,425,1908.2,0,0.02,0,0,0,0,0,0,0,0
"578","Haines_1983","Caribou","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.02,0.034,0.0139999995,0.0069999998,0.0139999995,260,1168,0.61,2,9
"579","Haines_1983","Chinook Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",147,660,425,1908.2,0.469,0.449,0.306,0.21100001,0.16299999,4681.6,21021,11.02,418,1877
"580","Haines_1983","Chiton","Nearshore","Nearshore",2,"Primary Consumer",147,660,425,1908.2,0,0.0139999995,0,0,0,0,0,0,0,0
"581","Haines_1983","Chum Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.218,0.184,0.157,0.075,0.02,5112,22955,12.03,568,2550
"582","Haines_1983","Clam","Nearshore","Nearshore",2,"Primary Consumer",147,660,425,1908.2,0,0.0139999995,0,0,0,0,0,0,0,0
"583","Haines_1983","Cockle","Nearshore","Nearshore",2,"Primary Consumer",147,660,425,1908.2,0.02,0.027,0.02,0,0.0069999998,15,66,0.03,15,67
"584","Haines_1983","Coho Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",147,660,425,1908.2,0.38799998,0.374,0.32,0.095,0.068,1883,8455,4.43,269,1208
"585","Haines_1983","Coyote","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.088,0.116000004,0.088,0,0,400,1795,0.94,20,90
"586","Haines_1983","Crane","Terrestrial","Terrestrial/freshwater",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.0139999995,0.02,0.0139999995,0,0,15,66,0.03,3,13
"587","Haines_1983","Cutthroat Trout","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.088,0.081999995,0.075,0.0139999995,0.0069999998,273,1228,0.64,195,876
"588","Haines_1983","Dall Sheep","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0,0.027,0,0,0,0,0,0,0,0
"589","Haines_1983","Deer","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.184,0.122,0.061,0.129,0.034,1920,8620,4.52,24,108
"590","Haines_1983","Dolly Varden","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.469,0.47599998,0.408,0.088,0.095,2238.6,10052,5.27,1599,7179
"591","Haines_1983","Duck","Terrestrial","Freshwater/marine",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.191,0.21100001,0.16299999,0.034,0.02,573,2574,1.35,382,1715
"592","Haines_1983","Dungeness Crab","Nearshore","Nearshore",3,"Secondary Consumer",147,660,425,1908.2,0.27899998,0.17,0.116000004,0.191,0.02,146.3,660,0.35,209,938
"593","Haines_1983","Flounder","Marine","Marine",3,"Secondary Consumer",147,660,425,1908.2,0.068,0.102,0.068,0,0,115,515,0.27,115,516
"594","Haines_1983","Gadiformes","Marine","Marine",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.143,0.17,0.136,0.02,0.0069999998,688,3089,1.62,344,1544
"595","Haines_1983","Geese","Terrestrial","Freshwater/terrestrial/marine",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.061,0.109,0.061,0.0069999998,0,168,752,0.39,21,94
"596","Haines_1983","Goat","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.129,0.184,0.095,0.040999997,0.027,880,3953,2.07,16,72
"597","Haines_1983","Halibut","Marine","Marine",4,"Tertiary Consumer",147,660,425,1908.2,0.524,0.38799998,0.313,0.231,0.116000004,5943,26684,13.98,5943,26683
"598","Haines_1983","Hare","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.15,0.17,0.116000004,0.034,0.027,325.5,1459,0.76,217,974
"599","Haines_1983","Herring","Marine","Marine",3,"Secondary Consumer",147,660,425,1908.2,0.02,0.027,0.02,0,0.0139999995,1100,4937,2.59,1100,4939
"600","Haines_1983","Herring Roe","Nearshore","Nearshore",3,"Secondary Consumer",147,660,425,1908.2,0.054,0.034,0.0069999998,0.054,0,5,22,0.01,5,22
"601","Haines_1983","King Crab","Marine","Marine",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.218,0.109,0.088,0.143,0.0069999998,342.7,1538,0.81,149,669
"602","Haines_1983","Land Otter","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0,0.0139999995,0,0,0,0,0,0,0,0
"603","Haines_1983","Lynx","Terrestrial","Terrestrial",3,"Secondary Consumer",147,660,425,1908.2,0.048,0.095,0.048,0,0,112,502,0.26,28,126
"604","Haines_1983","Marmot","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.0139999995,0.0139999995,0.0139999995,0,0,18,79,0.04,12,54
"605","Haines_1983","Marten","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.040999997,0.095,0.040999997,0,0,0,0,0,92,413
"606","Haines_1983","Mink","Terrestrial","Terrestrial",3,"Secondary Consumer",147,660,425,1908.2,0.034,0.068,0.034,0,0,0,0,0,63,283
"607","Haines_1983","Moose","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.272,0.497,0.129,0.157,0.061,7464,33515,17.56,18.66,84
"608","Haines_1983","Muskrat","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.0139999995,0.0139999995,0.0139999995,0,0,55.2,251,0.13,23,103
"609","Haines_1983","Mussel","Nearshore","Nearshore",2,"Primary Consumer",147,660,425,1908.2,0,0.0139999995,0,0,0,0,0,0,0,0
"610","Haines_1983","Octopus","Marine","Marine",3,"Secondary Consumer",147,660,425,1908.2,0.0069999998,0.0139999995,0.0069999998,0,0.0069999998,100,449,0.24,10,45
"611","Haines_1983","Pink Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.19700001,0.225,0.184,0.02,0.027,996.8,4475,2.35,356,1598
"612","Haines_1983","Plants/Greens","Terrestrial","Terrestrial",1,"Primary Producer",147,660,425,1908.2,0.605,NA,0.605,NA,NA,NA,NA,NA,NA,NA
"613","Haines_1983","Porcupine","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.040999997,0.040999997,0.040999997,0,0,76.5,343,0.18,17,76
"614","Haines_1983","Rainbow Trout","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.068,0.0649999975,0.0509999975,0.0169999999,0.0034999999,767,3445,1.8,277,1244
"615","Haines_1983","Red Fox","Terrestrial","Terrestrial",2.5,"Omnivorous (pp/pc)",147,660,425,1908.2,0.02,0.027,0.02,0,0,0,0,0,5,22
"616","Haines_1983","Rockfish","Marine","Marine",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.15,0.143,0.122,0.027,0.0069999998,226,1016,0.53,226,1015
"617","Haines_1983","Scallop","Marine","Marine",2,"Primary Consumer",147,660,425,1908.2,0.0069999998,0.0139999995,0,0.0069999998,0,0,0,0,0,0
"618","Haines_1983","Sculpin","Marine","Marine",3,"Secondary Consumer",147,660,425,1908.2,0.068,0.116000004,0.068,0,0,114,515,0.27,114,512
"619","Haines_1983","Sea Urchin","Nearshore","Nearshore",2,"Primary Consumer",147,660,425,1908.2,0.0069999998,0.0069999998,0.0069999998,0,0,5,20,0.01,5,22
"620","Haines_1983","Seal","Marine","Marine",4.5,"Omnivore (high level generalist)",147,660,425,1908.2,0.061,0.048,0.034,0.034,0.0139999995,585,2627,1.38,13,58
"621","Haines_1983","Seaweed/Kelp","Nearshore",NA,1,"Primary Producer",147,660,425,1908.2,0.088,0.109,0.040999997,0.048,0.0139999995,65,290,0.15,65,292
"622","Haines_1983","Shrimp","Marine","Marine",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.048,0.0069999998,0.0069999998,0.040999997,0,5,20,0.01,5,22
"623","Haines_1983","Smelt","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer",147,660,425,1908.2,0.29299998,0.245,0.231,0.061,0.068,2671,11992,6.28,2671,11992
"624","Haines_1983","Sockeye Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",147,660,425,1908.2,0.66,0.503,0.435,0.313,0.129,6708,30116,15.78,1118,5020
"625","Haines_1983","Squirrel","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.027,0.027,0.027,0,0,38.5,172,0.09,38.5,173
"626","Haines_1983","Tanner Crab","Marine","Marine",3,"Secondary Consumer",147,660,425,1908.2,0.102,0.109,0.075,0.027,0.027,508.8,2284,1.2,318,1428
"627","Haines_1983","Unknown Large Land Mammals","Terrestrial","Terrestrial",2,"Primary Consumer",147,660,425,1908.2,0.0069999998,0.0069999998,0.0069999998,0,0,NA,NA,NA,8,36
"628","Haines_1983","Unknown Marine Invertebrates","Marine","not all are marine..",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0,0.0069999998,0,0,0,0,0,0,0,0
"629","Haines_1983","Upland Game Birds","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",147,660,425,1908.2,0.265,0.303,0.238,0.0304999985,0.0339999985,560.7,2515,1.32,801,3597
"630","Haines_1983","Weasel","Terrestrial","Terrestrial",3,"Secondary Consumer",147,660,425,1908.2,0,0.0139999995,0,0,0,0,0,0,0,0
"631","Haines_1983","Wolf","Terrestrial","Terrestrial",3,"Secondary Consumer",147,660,425,1908.2,0.0069999998,0.068,0.0069999998,0,0,0,0,0,2,9
"632","Haines_1983","Wolverine","Terrestrial","Terrestrial",3,"Secondary Consumer",147,660,425,1908.2,0.0069999998,0.034,0.0069999998,0,0,0,0,0,3,13
"633","Haines_1987","Berries","Terrestrial","Terrestrial",1,"Primary Producer",62,608,181,1622.6,0.508,NA,0.431,0.231,0.233,NA,5167,3.18,NA,3445
"634","Haines_1987","Black Bear","Terrestrial","Terrestrial",3.5,"Omnivore (pp/pc/sc)",62,608,181,1622.6,0.168,NA,0.081,0.111999996,0.051999997,NA,2935,1.81,NA,51
"635","Haines_1987","Chinook Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",62,608,181,1622.6,0.39099997,NA,0.333,0.087,0.214,NA,17920,11.04,NA,1171
"636","Haines_1987","Chiton","Nearshore","Nearshore",2,"Primary Consumer",62,608,181,1622.6,0.05,NA,0,0.05,0,NA,0,0,NA,0
"637","Haines_1987","Chum Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.137,NA,0.062,0.075,0.055999998,NA,3163,1.95,NA,510
"638","Haines_1987","Clam","Nearshore","Nearshore",2,"Primary Consumer",62,608,181,1622.6,0.20799999,NA,0.054,0.154,0.025,NA,806,0.5,NA,259
"639","Haines_1987","Coho Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",62,608,181,1622.6,0.346,NA,0.24200001,0.103999995,0.054,NA,4309,2.66,NA,560
"640","Haines_1987","Deer","Terrestrial","Terrestrial",2,"Primary Consumer",62,608,181,1622.6,0.433,NA,0.145,0.34,0.135,NA,25042,15.43,NA,313
"641","Haines_1987","Dolly Varden","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.518,NA,0.414,0.162,0.235,NA,26569,16.37,NA,9840
"642","Haines_1987","Duck","Terrestrial","Freshwater/marine",2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.191,NA,0.139,0.081,0.027,NA,443,0.27,NA,533
"643","Haines_1987","Dungeness Crab","Nearshore","Nearshore",3,"Secondary Consumer",62,608,181,1622.6,0.35,NA,0.116000004,0.288,0.06,NA,2060,1.27,NA,1560
"644","Haines_1987","Flounder","Marine","Marine",3,"Secondary Consumer",62,608,181,1622.6,0.006,NA,0.006,0,0,NA,133,0.08,NA,44
"645","Haines_1987","Gadiformes","Marine","Marine",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.135,NA,0.083000004,0.051999997,0.027,NA,3166,1.95,NA,989
"646","Haines_1987","Goat","Terrestrial","Terrestrial",2,"Primary Consumer",62,608,181,1622.6,0.062,NA,0.002,0.062,0,NA,125,0.08,NA,1
"647","Haines_1987","Halibut","Marine","Marine",4,"Tertiary Consumer",62,608,181,1622.6,0.742,NA,0.408,0.52099997,0.219,NA,24061,14.83,NA,24061
"648","Haines_1987","Herring","Marine","Marine",3,"Secondary Consumer",62,608,181,1622.6,0.006,NA,0.002,0.004,0,NA,5,0,NA,5
"649","Haines_1987","Herring Roe","Nearshore","Nearshore",3,"Secondary Consumer",62,608,181,1622.6,0.1,NA,0,0.1,0,NA,0,0,NA,0
"650","Haines_1987","King Crab","Marine","Marine",2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.32299998,NA,0.062,0.288,0.029000001,NA,814,0.5,NA,154
"651","Haines_1987","Moose","Terrestrial","Terrestrial",2,"Primary Consumer",62,608,181,1622.6,0.45400003,NA,0.037,0.42299998,0.035,NA,9044,5.57,NA,23
"652","Haines_1987","Octopus","Marine","Marine",3,"Secondary Consumer",62,608,181,1622.6,0.006,NA,0,0.006,0,NA,0,0,NA,0
"653","Haines_1987","Pink Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.083000004,NA,0.058000002,0.027,0.029000001,NA,560,0.35,NA,255
"654","Haines_1987","Plants/Greens","Terrestrial","Terrestrial",1,"Primary Producer",62,608,181,1622.6,0.002,NA,0.002,0,0,NA,6,0,NA,6
"655","Haines_1987","Rockfish","Marine","Marine",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.108,NA,0.103999995,0.029000001,0.004,NA,647,0.4,NA,323
"656","Haines_1987","Sea Urchin","Nearshore","Nearshore",2,"Primary Consumer",62,608,181,1622.6,0.027,NA,0.002,0.025,0.025,NA,10,0.01,NA,6
"657","Haines_1987","Seabirds and Loons","Terrestrial",NA,2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.025,NA,0.025,0.025,0.025,NA,91,0.06,NA,61
"658","Haines_1987","Seal","Marine","Marine",4.5,"Omnivore (high level generalist)",62,608,181,1622.6,0.054,NA,0.002,0.051999997,0,NA,103,0.06,NA,1
"659","Haines_1987","Seaweed/Kelp","Nearshore",NA,1,"Primary Producer",62,608,181,1622.6,0.127,NA,0.027,0.1,0,NA,2403,1.48,NA,2403
"660","Haines_1987","Shrimp","Marine","Marine",2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.189,NA,0,0.189,0.025,NA,0,0,NA,0
"661","Haines_1987","Smelt","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer",62,608,181,1622.6,0.26299998,NA,0.137,0.125,0.081,NA,4782,2.95,NA,4782
"662","Haines_1987","Sockeye Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.685,NA,0.35799998,0.38,0.237,NA,18780,11.57,NA,4367
"663","Haines_1987","Tanner Crab","Marine","Marine",3,"Secondary Consumer",62,608,181,1622.6,0.108,NA,0.055999998,0.079,0.051999997,NA,2835,1.75,NA,1718
"664","Haines_1987","Unknown Marine Invertebrates","Marine","not all are marine..",2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.004,NA,0.002,0.002,0,NA,37,0.02,NA,37
"665","Haines_1987","Unknown Non-Salmon Fish","Marine","Marine",3.5,"Omnivore (pc/sc)",62,608,181,1622.6,0.055999998,NA,0.055999998,0,0.025,NA,408,0.25,NA,408
"666","Haines_1987","Upland Game Birds","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",62,608,181,1622.6,0.304,NA,0.22700001,0.131,0.058000002,NA,1499,0.92,NA,2142
"667","Haines_1987","Wood","Terrestrial","Terrestrial",1,"Primary Producer",62,608,181,1622.6,0.46400002,NA,0.46400002,0.027,0.077,NA,0,0,NA,1754
"668","Haines_1996","Berries","Terrestrial","Terrestrial",1,"Primary Producer",92,787,254,2172.8,0.796,0.731,0.72,0.269,0.269,2989.5,25330,11.77,2018,17099
"669","Haines_1996","Black Bear","Terrestrial","Terrestrial",3.5,"Omnivore (pp/pc/sc)",92,787,254,2172.8,0.183,0.065,0.065,0.14,0.065,522,4423,2.06,9,76
"670","Haines_1996","Brown Bear","Terrestrial","Terrestrial",3.5,"Omnivore (pp/pc/sc)",92,787,254,2172.8,0.011,0,0,0.011,0,0,0,0,0,0
"671","Haines_1996","Caribou","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.258,0.075,0.065,0.19399999,0.086,1040,8812,4.09,8,68
"672","Haines_1996","Chinook Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",92,787,254,2172.8,0.505,0.333,0.312,0.301,0.14,2092.2,17727,8.24,165,1398
"673","Haines_1996","Chiton","Nearshore","Nearshore",2,"Primary Consumer",92,787,254,2172.8,0.022,0,0,0.022,0.011,0,0,0,0,0
"674","Haines_1996","Chum Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",92,787,254,2172.8,0.29,0.204,0.19399999,0.15100001,0.118,2415.08,20463,9.51,349,2957
"675","Haines_1996","Clam","Nearshore","Nearshore",2,"Primary Consumer",92,787,254,2172.8,0.05649999875,0.01625,0.01625,0.0485,0.02975,85.79,727,0.34,25,212
"676","Haines_1996","Cockle","Nearshore","Nearshore",2,"Primary Consumer",92,787,254,2172.8,0.0325,0.016,0.016,0.027,0.0165,20.21,171,0.08,6.5,55
"677","Haines_1996","Coho Salmon","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer",92,787,254,2172.8,0.548,0.387,0.387,0.204,0.14,2409.92,20420,9.49,443,3754
"678","Haines_1996","Coyote","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.011,0.011,0.011,0,0,0,0,0,2,17
"679","Haines_1996","Cutthroat Trout","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",92,787,254,2172.8,0.183,0.172,0.172,0.011,0.022,151.5,1284,0.6,101,856
"680","Haines_1996","Deer","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.48400003,0.15100001,0.108,0.43,0.096999995,2000,16946,7.87,25,212
"681","Haines_1996","Dolly Varden","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",92,787,254,2172.8,0.473,0.366,0.366,0.14,0.096999995,2073.6,17570,8.16,768,6507
"682","Haines_1996","Duck","Terrestrial","Freshwater/marine",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.0336666666666667,0.0239999994444444,0.0239999994444444,0.00966666666666667,0.00355555555555556,129.52,1097,0.51,144,1220
"683","Haines_1996","Dungeness Crab","Nearshore","Nearshore",3,"Secondary Consumer",92,787,254,2172.8,0.65599996,0.172,0.172,0.559,0.172,1153.68,9775,4.54,874,7406
"684","Haines_1996","Flounder","Marine","Marine",3,"Secondary Consumer",92,787,254,2172.8,0.022,0.022,0.022,0,0.011,126,1068,0.5,42,356
"685","Haines_1996","Gadiformes","Marine","Marine",3.5,"Omnivore (pc/sc)",92,787,254,2172.8,0.029,0.0106666666666667,0.0106666666666667,0.018,0.00366666666666667,44.8,380,0.18,14,119
"686","Haines_1996","Geese","Terrestrial","Freshwater/terrestrial/marine",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.0165,0.0165,0.0165,0,0.0055,17.49,149,0.07,9,76
"687","Haines_1996","Goat","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.19399999,0.065,0.054,0.14,0.065,612,5186,2.41,6,51
"688","Haines_1996","Grayling","Marine","Marine",3,"Secondary Consumer",92,787,254,2172.8,0.065,0.065,0.054,0.011,0.032,67.2,569,0.26,96,813
"689","Haines_1996","Halibut","Marine","Marine",4,"Tertiary Consumer",92,787,254,2172.8,0.699,0.312,0.28,0.505,0.237,3372,28571,13.28,3372,28571
"690","Haines_1996","Hare","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.022,0.011,0.011,0.011,0.011,33,280,0.13,22,186
"691","Haines_1996","Herring","Marine","Marine",3,"Secondary Consumer",92,787,254,2172.8,0.108,0.065,0.065,0.054,0.032,985,8346,3.88,985,8346
"692","Haines_1996","Herring Roe","Nearshore","Nearshore",3,"Secondary Consumer",92,787,254,2172.8,0.0719999983333333,0,0,0.0719999983333333,0.0253333333333333,0,0,0,0,0
"693","Haines_1996","King Crab","Marine","Marine",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.114666666666667,0.018,0.018,0.100666666666667,0.029,277.6,2352,1.09,52,441
"694","Haines_1996","Land Otter","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.011,0.011,0.011,0,0,0,0,0,1,8
"695","Haines_1996","Limpet","Nearshore","Nearshore",2,"Primary Consumer",92,787,254,2172.8,0.011,0.011,0.011,0,0,1.5,13,0.01,1,8
"696","Haines_1996","Lingcod","Marine","Marine",4,"Tertiary Consumer",92,787,254,2172.8,0.054,0.022,0.022,0.032,0.011,100.8,854,0.4,16,136
"697","Haines_1996","Marten","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)",92,787,254,2172.8,0.022,0.022,0.022,0,0,0,0,0,14,119
"698","Haines_1996","Mink","Terrestrial","Terrestrial",3,"Secondary Consumer",92,787,254,2172.8,0.022,0.022,0.022,0,0,0,0,0,9,76
"699","Haines_1996","Moose","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.667,0.129,0.075,0.59099996,0.108,3200,27114,12.6,8,68
"700","Haines_1996","Mussel","Nearshore","Nearshore",2,"Primary Consumer",92,787,254,2172.8,0.022,0.011,0.011,0.011,0.0055,7.5,64,0.03,5,42
"701","Haines_1996","Octopus","Marine","Marine",3,"Secondary Consumer",92,787,254,2172.8,0.011,0.011,0.011,0,0,12.8,108,0.05,2,17
"702","Haines_1996","Pink Salmon","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)",92,787,254,2172.8,0.215,0.172,0.172,0.065,0.032,329.18,2789,1.3,151,1279
"703","Haines_1996","Plants/Greens","Terrestrial","Terrestrial",1,"Primary Producer",92,787,254,2172.8,0.495,0.45200002,0.45200002,0.118,0.096999995,574.94,4871,2.26,700.8,5938
"704","Haines_1996","Porcupine","Terrestrial","Terrestrial",2,"Primary Consumer",92,787,254,2172.8,0.011,0.011,0.011,0,0,6,51,0.02,1,8
