Forest,Site_Year_Code,Community,Harvest_Survey_Year,Habitat,Lowest_Common_Taxon_Name,Percapita_Pounds_Harvested_sum,Community_Population_2020,est_total_lbs_2020,est_total_kgs_2020,Group,Food Category,Cost_per_lb,total_cost_est_2020,total_cost_est_2020_mil,servings,servigs_percapita
Tongass,Port Alexander_1987,Port Alexander,1987,Terrestrial,Geese,0.23,78,17.94,8.14,Birds/Eggs,Duck,16.00,287.04,0.00,54.25,0.695508301
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Halibut,31.06,78,2422.68,1098.91,Halibut,Halibut,27.99,67802.74,0.07,7326.06,93.92386008
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Herring,1.00,78,78.00,35.38,Non-Halibut Fish,Herring,9.32,726.96,0.00,235.87,3.023949133
Tongass,Port Alexander_1987,Port Alexander,1987,Nearshore,Herring Roe,0.53,78,41.34,18.75,Herring Roe,Herring,9.32,385.29,0.00,125.01,1.602693041
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,King Crab,0.32,78,24.96,11.32,Offshore Crab,Crab,30.00,748.78,0.00,75.48,0.967663723
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Octopus,1.98,78,154.44,70.05,Marine Invertebrates,Octopus,32.38,5000.62,0.01,467.02,5.987419284
Tongass,Port Alexander_1987,Port Alexander,1987,Freshwater_Anadromous,Pink Salmon,1.54,78,120.12,54.49,Salmon,Pacific Salmon,11.99,1440.24,0.00,363.24,4.656881665
Tongass,Port Alexander_1987,Port Alexander,1987,Terrestrial,Plants/Greens,8.68,78,677.04,307.10,Plants/Greens,Spinach,14.40,9749.38,0.01,2047.33,26.24787848
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Rockfish,22.01,78,1716.78,778.72,Non-Halibut Fish,Rockfish,8.79,15090.50,0.02,5191.46,66.55712042
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Scallop,0.53,78,41.34,18.75,Marine Invertebrates,Scallop,11.19,462.59,0.00,125.01,1.602693041
Tongass,Port Alexander_1987,Port Alexander,1987,Nearshore,Sea Cucumber,1.62,78,126.36,57.32,Nearshore Invertebrates,Scallop,11.19,1413.97,0.00,382.11,4.898797596
Tongass,Port Alexander_1987,Port Alexander,1987,Nearshore,Sea Urchin,0.18,78,14.04,6.37,Nearshore Invertebrates,Scallop,11.19,157.11,0.00,42.46,0.544310844
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Seal,2.63,78,205.14,93.05,Marine Mammals,Halibut,27.99,5741.18,0.01,620.33,7.952986221
Tongass,Port Alexander_1987,Port Alexander,1987,Nearshore,Seaweed/Kelp,3.77,78,294.06,133.38,Seaweed/Kelp,Seaweed,130.88,38486.57,0.04,889.22,11.40028823
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Shrimp,6.36,78,496.08,225.02,Marine Invertebrates,Shrimp,7.99,3963.68,0.00,1500.12,19.23231649
Tongass,Port Alexander_1987,Port Alexander,1987,Freshwater_Anadromous,Sockeye Salmon,0.67,78,52.26,23.70,Salmon,Pacific Salmon,11.99,626.60,0.00,158.03,2.026045919
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Tanner Crab,0.23,78,17.94,8.14,Offshore Crab,Crab,30.00,538.18,0.00,54.25,0.695508301
Tongass,Port Alexander_1987,Port Alexander,1987,Marine,Unknown Marine Invertebrates,3.03,78,236.34,107.20,Marine Invertebrates,Scallop,11.19,2644.64,0.00,714.68,9.162565874
Tongass,Port Alexander_1987,Port Alexander,1987,Terrestrial,Upland Game Birds,0.38,78,29.64,13.44,Birds/Eggs,Duck,16.00,474.24,0.00,89.63,1.149100671
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Abalone,0.18,36,6.48,2.94,Mollusc,Scallop,11.19,72.51,0.00,19.60,0.544310844
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Berries,21.40,36,770.40,349.45,Berries,Blueberries,8.96,6902.78,0.01,2329.65,64.71251145
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Black Bear,6.66,36,239.76,108.75,Other Large Land Mammals,Bison,33.00,7911.60,0.01,725.02,20.13950123
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Brook Trout,0.34,36,12.24,5.55,Char,Pacific Salmon,11.99,146.76,0.00,37.01,1.028142705
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Chinook Salmon,16.06,36,578.16,262.25,Salmon,Pacific Salmon,11.99,6932.14,0.01,1748.33,48.56462308
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Chiton,1.43,36,51.48,23.35,Mollusc,Scallop,11.19,576.06,0.00,155.67,4.324247261
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Chum Salmon,1.82,36,65.52,29.72,Salmon,Pacific Salmon,11.99,785.58,0.00,198.13,5.503587423
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Clam,35.75,36,1287.00,583.77,Mollusc,Scallop,11.19,14401.53,0.01,3891.82,108.1061815
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Cockle,9.71,36,349.56,158.56,Mollusc,Scallop,11.19,3911.58,0.00,1057.05,29.36254608
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Coho Salmon,23.19,36,834.84,378.68,Salmon,Pacific Salmon,11.99,10009.73,0.01,2524.51,70.1253804
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Cutthroat Trout,2.07,36,74.52,33.80,Trout,Pacific Salmon,11.99,893.49,0.00,225.34,6.259574706
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Deer,94.43,36,3399.48,1541.98,Deer,Venison,25.00,84980.20,0.08,10279.85,285.5515167
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Dolly Varden,5.44,36,195.84,88.83,Char,Pacific Salmon,11.99,2348.12,0.00,592.21,16.45028329
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Duck,1.47,36,52.92,24.00,Birds/Eggs,Duck,16.00,846.72,0.00,160.03,4.445205226
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Dungeness Crab,9.35,36,336.60,152.68,Nearshore Crab,Crab,30.00,10097.66,0.01,1017.86,28.2739244
Tongass,Port Protection_1996,Port Protection,1996,Marine,Gadiformes,0.57,36,20.52,9.31,Non-Halibut Fish,Pacific Cod,8.79,180.37,0.00,62.05,1.723651006
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Geese,0.30,36,10.80,4.90,Birds/Eggs,Duck,16.00,172.80,0.00,32.66,0.90718474
Tongass,Port Protection_1996,Port Protection,1996,Marine,Halibut,33.20,36,1195.20,542.13,Halibut,Halibut,27.99,33449.66,0.03,3614.22,100.3951112
Tongass,Port Protection_1996,Port Protection,1996,Marine,Herring,11.56,36,416.16,188.77,Non-Halibut Fish,Herring,9.32,3878.61,0.00,1258.45,34.95685198
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Herring Roe,1.72,36,61.92,28.09,Herring Roe,Herring,9.32,577.09,0.00,187.24,5.201192509
Tongass,Port Protection_1996,Port Protection,1996,Marine,King Crab,0.53,36,19.08,8.65,Offshore Crab,Crab,30.00,572.38,0.00,57.70,1.602693041
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Limpet,0.03,36,1.08,0.49,Mollusc,Scallop,11.19,12.09,0.00,3.27,0.090718474
Tongass,Port Protection_1996,Port Protection,1996,Marine,Lingcod,3.41,36,122.76,55.68,Non-Halibut Fish,Pacific Cod,8.79,1079.06,0.00,371.22,10.31166654
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Mussel,0.02,36,0.72,0.33,Mollusc,Scallop,11.19,8.06,0.00,2.18,0.060478983
Tongass,Port Protection_1996,Port Protection,1996,Marine,Octopus,1.05,36,37.80,17.15,Marine Invertebrates,Octopus,32.38,1223.93,0.00,114.31,3.17514659
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Pink Salmon,6.43,36,231.48,105.00,Salmon,Pacific Salmon,11.99,2775.45,0.00,699.98,19.44399293
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Plants/Greens,4.94,36,177.84,80.67,Plants/Greens,Spinach,14.40,2560.90,0.00,537.78,14.93830872
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Rainbow Trout,5.50,36,198.00,89.81,Trout,Pacific Salmon,11.99,2374.02,0.00,598.74,16.63172023
Tongass,Port Protection_1996,Port Protection,1996,Marine,Rock Greenling,0.95,36,34.20,15.51,Non-Halibut Fish,Pacific Cod,8.79,300.62,0.00,103.42,2.872751677
Tongass,Port Protection_1996,Port Protection,1996,Marine,Rockfish,32.66,36,1175.76,533.32,Non-Halibut Fish,Rockfish,8.79,10334.93,0.01,3555.44,98.76217869
Tongass,Port Protection_1996,Port Protection,1996,Marine,Sablefish (black cod),6.43,36,231.48,105.00,Non-Halibut Fish,Pacific Cod,8.79,2034.71,0.00,699.98,19.44399293
Tongass,Port Protection_1996,Port Protection,1996,Marine,Scallop,0.34,36,12.24,5.55,Marine Invertebrates,Scallop,11.19,136.97,0.00,37.01,1.028142705
Tongass,Port Protection_1996,Port Protection,1996,Marine,Sculpin,0.06,36,2.16,0.98,Non-Halibut Fish,Rockfish,8.79,18.99,0.00,6.53,0.181436948
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Sea Cucumber,13.11,36,471.96,214.08,Nearshore Invertebrates,Scallop,11.19,5281.23,0.01,1427.18,39.64397314
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Sea Urchin,0.06,36,2.16,0.98,Nearshore Invertebrates,Scallop,11.19,24.17,0.00,6.53,0.181436948
Tongass,Port Protection_1996,Port Protection,1996,Marine,Seal,8.61,36,309.96,140.60,Marine Mammals,Halibut,27.99,8674.75,0.01,937.30,26.03620204
Tongass,Port Protection_1996,Port Protection,1996,Nearshore,Seaweed/Kelp,3.50,36,126.00,57.15,Seaweed/Kelp,Seaweed,130.88,16490.88,0.02,381.02,10.58382197
Tongass,Port Protection_1996,Port Protection,1996,Marine,Shrimp,67.80,36,2440.80,1107.13,Marine Invertebrates,Shrimp,7.99,19501.99,0.02,7380.86,205.0237512
Tongass,Port Protection_1996,Port Protection,1996,Marine,Skates,0.98,36,35.28,16.00,Non-Halibut Fish,Halibut,27.99,987.37,0.00,106.68,2.963470151
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Smelt,6.35,36,228.60,103.69,Other Freshwater/Anadromous Fish,Herring,9.32,2130.55,0.00,691.27,19.202077
Tongass,Port Protection_1996,Port Protection,1996,Freshwater_Anadromous,Sockeye Salmon,11.34,36,408.24,185.17,Salmon,Pacific Salmon,11.99,4894.80,0.00,1234.50,34.29158317
Tongass,Port Protection_1996,Port Protection,1996,Marine,Sole,0.08,36,2.88,1.31,Non-Halibut Fish,Sole,6.50,18.71,0.00,8.71,0.241915931
Tongass,Port Protection_1996,Port Protection,1996,Terrestrial,Upland Game Birds,0.03,36,1.08,0.49,Birds/Eggs,Duck,16.00,17.28,0.00,3.27,0.090718474
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Berries,13.95,384,5357.62,2430.18,Berries,Blueberries,8.96,48004.27,0.05,16201.17,42.19053977
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Black Bear,0.46,384,176.76,80.18,Other Large Land Mammals,Bison,33.00,5832.79,0.01,534.52,1.391976584
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Chinook Salmon,14.24,384,5468.97,2480.68,Salmon,Pacific Salmon,11.99,65572.97,0.07,16537.89,43.06742829
Tongass,Saxman_1999,Saxman,1999,Nearshore,Chiton,2.62,384,1008.00,457.22,Mollusc,Scallop,11.19,11279.52,0.01,3048.14,7.937866418
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Chum Salmon,5.29,384,2030.80,921.15,Salmon,Pacific Salmon,11.99,24349.25,0.02,6141.03,15.99225478
Tongass,Saxman_1999,Saxman,1999,Nearshore,Clam,6.63,384,2547.55,1155.55,Mollusc,Scallop,11.19,28507.13,0.03,7703.67,20.06165282
Tongass,Saxman_1999,Saxman,1999,Nearshore,Cockle,2.70,384,1037.85,470.76,Mollusc,Scallop,11.19,11613.56,0.01,3138.41,8.172942233
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Coho Salmon,11.56,384,4438.85,2013.43,Salmon,Pacific Salmon,11.99,53221.81,0.05,13422.86,34.95535361
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Cutthroat Trout,0.43,384,166.86,75.69,Trout,Pacific Salmon,11.99,2000.62,0.00,504.57,1.313977929
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Deer,27.62,384,10605.71,4810.67,Deer,Venison,25.00,265121.64,0.27,32071.14,83.51859324
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Dolly Varden,1.24,384,477.26,216.48,Char,Pacific Salmon,11.99,5722.31,0.01,1443.20,3.75833665
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Duck,0.08,384,29.91,13.57,Birds/Eggs,Duck,16.00,478.60,0.00,90.45,0.235556042
Tongass,Saxman_1999,Saxman,1999,Nearshore,Dungeness Crab,5.33,384,2045.62,927.88,Nearshore Crab,Crab,30.00,61366.64,0.06,6185.86,16.10900855
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Elk,0.89,384,342.86,155.52,Other Large Land Mammals,Venison,25.00,8570.74,0.01,1036.78,2.699954544
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Geese,0.01,384,5.49,2.49,Birds/Eggs,Duck,16.00,87.77,0.00,16.59,0.043199272
Tongass,Saxman_1999,Saxman,1999,Marine,Halibut,31.26,384,12003.05,5444.49,Halibut,Halibut,27.99,335925.29,0.34,36296.60,94.52240848
Tongass,Saxman_1999,Saxman,1999,Marine,Herring,0.36,384,137.14,62.21,Non-Halibut Fish,Herring,9.32,1278.17,0.00,414.71,1.079981872
Tongass,Saxman_1999,Saxman,1999,Nearshore,Herring Roe,6.63,384,2544.76,1154.28,Herring Roe,Herring,9.32,23717.18,0.02,7695.23,20.03966283
Tongass,Saxman_1999,Saxman,1999,Nearshore,Limpet,0.00,384,0.57,0.26,Mollusc,Scallop,11.19,6.39,0.00,1.73,0.004499924
Tongass,Saxman_1999,Saxman,1999,Marine,Lingcod,0.75,384,288.00,130.63,Non-Halibut Fish,Pacific Cod,8.79,2531.52,0.00,870.90,2.26796185
Tongass,Saxman_1999,Saxman,1999,Nearshore,Mussel,0.01,384,2.29,1.04,Mollusc,Scallop,11.19,25.58,0.00,6.91,0.017999697
Tongass,Saxman_1999,Saxman,1999,Marine,Octopus,0.58,384,224.30,101.74,Marine Invertebrates,Octopus,32.38,7262.77,0.01,678.29,1.766370335
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Pink Salmon,5.75,384,2207.65,1001.37,Salmon,Pacific Salmon,11.99,26469.77,0.03,6675.83,17.38497991
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Plants/Greens,4.22,384,1620.68,735.13,Plants/Greens,Spinach,14.40,23337.76,0.02,4900.85,12.76262552
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Rainbow Trout,0.70,384,268.19,121.65,Trout,Pacific Salmon,11.99,3215.60,0.00,810.99,2.111964479
Tongass,Saxman_1999,Saxman,1999,Marine,Rockfish,3.81,384,1462.86,663.54,Non-Halibut Fish,Rockfish,8.79,12858.51,0.01,4423.61,11.51980583
Tongass,Saxman_1999,Saxman,1999,Marine,Sablefish (black cod),1.50,384,576.00,261.27,Non-Halibut Fish,Pacific Cod,8.79,5063.04,0.01,1741.79,4.5359237
Tongass,Saxman_1999,Saxman,1999,Marine,Scallop,0.08,384,32.29,14.65,Marine Invertebrates,Scallop,11.19,361.32,0.00,97.64,0.254275733
Tongass,Saxman_1999,Saxman,1999,Nearshore,Sea Cucumber,1.48,384,569.90,258.50,Nearshore Invertebrates,Scallop,11.19,6377.23,0.01,1723.36,4.487924253
Tongass,Saxman_1999,Saxman,1999,Nearshore,Sea Urchin,0.07,384,27.43,12.44,Nearshore Invertebrates,Scallop,11.19,306.93,0.00,82.94,0.215996374
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Seabirds and Loon Eggs,0.01,384,2.80,1.27,Birds/Eggs,Eggs,4.99,14.00,0.00,8.48,0.022079628
Tongass,Saxman_1999,Saxman,1999,Marine,Seal,12.19,384,4682.67,2124.02,Marine Mammals,Halibut,27.99,131052.24,0.13,14160.15,36.87538139
Tongass,Saxman_1999,Saxman,1999,Nearshore,Seaweed/Kelp,4.69,384,1802.86,817.76,Seaweed/Kelp,Seaweed,130.88,235957.95,0.24,5451.75,14.19726174
Tongass,Saxman_1999,Saxman,1999,Marine,Shrimp,3.24,384,1243.43,564.01,Marine Invertebrates,Shrimp,7.99,9934.99,0.01,3760.06,9.791835476
Tongass,Saxman_1999,Saxman,1999,Freshwater_Anadromous,Sockeye Salmon,46.71,384,17937.19,8136.17,Salmon,Pacific Salmon,11.99,215066.94,0.22,54241.16,141.2530185
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Squirrel,0.00,384,1.52,0.69,Small Land Mammals,Venison,25.00,38.09,0.00,4.61,0.011999798
Tongass,Saxman_1999,Saxman,1999,Terrestrial,Upland Game Birds,0.04,384,13.71,6.22,Birds/Eggs,Duck,16.00,219.43,0.00,41.47,0.10799819
Tongass,Sitka_2013,Sitka,2013,Nearshore,Abalone,0.04,8458,327.57,148.58,Mollusc,Scallop,11.19,3665.52,0.00,990.56,0.117114949
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Beaver,0.12,8458,1018.90,462.16,Small Land Mammals,Venison,25.00,25470.36,0.03,3081.09,0.36428103
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Berries,9.38,8458,79315.49,35976.90,Berries,Blueberries,8.96,710666.78,0.71,239846.00,28.35729538
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Brown Bear,0.41,8458,3493.36,1584.56,Other Large Land Mammals,Bison,33.00,115273.79,0.12,10563.73,1.248963567
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Chinook Salmon,19.93,8458,168542.34,76449.52,Salmon,Pacific Salmon,11.99,2020822.63,2.02,509663.46,60.25815273
Tongass,Sitka_2013,Sitka,2013,Nearshore,Chiton,0.22,8458,1860.05,843.71,Mollusc,Scallop,11.19,20813.99,0.02,5624.70,0.665015886
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Chum Salmon,1.33,8458,11234.89,5096.06,Salmon,Pacific Salmon,11.99,134706.37,0.13,33973.75,4.016758807
Tongass,Sitka_2013,Sitka,2013,Nearshore,Clam,1.76,8458,14891.20,6754.54,Mollusc,Scallop,11.19,166632.54,0.17,45030.23,5.323981368
Tongass,Sitka_2013,Sitka,2013,Nearshore,Cockle,0.25,8458,2127.70,965.11,Mollusc,Scallop,11.19,23808.94,0.02,6434.05,0.760706023
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Coho Salmon,8.61,8458,72851.12,33044.71,Salmon,Pacific Salmon,11.99,873484.96,0.87,220298.09,26.04612059
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Cutthroat Trout,0.02,8458,184.24,83.57,Trout,Pacific Salmon,11.99,2209.04,0.00,557.13,0.065870672
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Deer,25.41,8458,214910.13,97481.60,Deer,Venison,25.00,5372323.53,5.37,649877.31,76.83581383
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Dolly Varden,0.45,8458,3779.82,1714.50,Char,Pacific Salmon,11.99,45319.99,0.05,11429.97,1.351379734
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Duck,0.32,8458,2678.49,1214.94,Birds/Eggs,Duck,16.00,42855.77,0.04,8099.60,0.957626375
Tongass,Sitka_2013,Sitka,2013,Nearshore,Dungeness Crab,2.82,8458,23871.43,10827.90,Nearshore Crab,Crab,30.00,716119.17,0.72,72186.00,8.534642232
Tongass,Sitka_2013,Sitka,2013,Marine,Flounder,0.01,8458,69.87,31.69,Non-Halibut Fish,Halibut,27.99,1955.35,0.00,211.27,0.024979271
Tongass,Sitka_2013,Sitka,2013,Marine,Gadiformes,5.98,8458,50552.17,22930.08,Non-Halibut Fish,Pacific Cod,8.79,444353.56,0.44,152867.18,18.07367988
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Geese,0.10,8458,860.76,390.44,Birds/Eggs,Duck,16.00,13772.21,0.01,2602.90,0.307744633
Tongass,Sitka_2013,Sitka,2013,Marine,Halibut,36.24,8458,306508.28,139029.82,Halibut,Halibut,27.99,8578145.00,8.58,926865.44,109.5844693
Tongass,Sitka_2013,Sitka,2013,Marine,Herring,3.29,8458,27789.75,12605.22,Non-Halibut Fish,Herring,9.32,259000.43,0.26,84034.78,9.93553747
Tongass,Sitka_2013,Sitka,2013,Nearshore,Herring Roe,8.95,8458,75726.35,34348.89,Herring Roe,Herring,9.32,705769.59,0.71,228992.63,27.07408751
Tongass,Sitka_2013,Sitka,2013,Marine,King Crab,0.51,8458,4322.03,1960.44,Offshore Crab,Crab,30.00,129656.61,0.13,13069.60,1.545235588
Tongass,Sitka_2013,Sitka,2013,Nearshore,Limpet,0.00,8458,0.32,0.14,Mollusc,Scallop,11.19,3.57,0.00,0.96,0.000114083
Tongass,Sitka_2013,Sitka,2013,Marine,Lingcod,3.30,8458,27918.85,12663.78,Non-Halibut Fish,Pacific Cod,8.79,245406.73,0.25,84425.20,9.981697449
Tongass,Sitka_2013,Sitka,2013,Nearshore,Mussel,0.01,8458,47.86,21.71,Mollusc,Scallop,11.19,535.59,0.00,144.74,0.017112459
Tongass,Sitka_2013,Sitka,2013,Marine,Octopus,0.14,8458,1224.82,555.57,Marine Invertebrates,Octopus,32.38,39658.41,0.04,3703.78,0.437903094
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Pink Salmon,2.66,8458,22529.69,10219.30,Salmon,Pacific Salmon,11.99,270131.02,0.27,68128.65,8.054935642
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Plants/Greens,0.55,8458,4680.24,2122.92,Plants/Greens,Spinach,14.40,67395.45,0.07,14152.81,1.673304229
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Rainbow Trout,0.23,8458,1905.10,864.14,Trout,Pacific Salmon,11.99,22842.21,0.02,5760.94,0.681123236
Tongass,Sitka_2013,Sitka,2013,Marine,Rockfish,3.91,8458,33054.40,14993.23,Non-Halibut Fish,Rockfish,8.79,290548.21,0.29,99954.83,11.81778607
Tongass,Sitka_2013,Sitka,2013,Marine,Sablefish (black cod),5.92,8458,50100.40,22725.16,Non-Halibut Fish,Pacific Cod,8.79,440382.48,0.44,151501.05,17.91216009
Tongass,Sitka_2013,Sitka,2013,Marine,Scallop,0.00,8458,3.19,1.45,Marine Invertebrates,Scallop,11.19,35.71,0.00,9.65,0.001140831
Tongass,Sitka_2013,Sitka,2013,Marine,Sculpin,0.00,8458,6.38,2.89,Non-Halibut Fish,Rockfish,8.79,56.10,0.00,19.30,0.002281661
Tongass,Sitka_2013,Sitka,2013,Nearshore,Sea Cucumber,0.15,8458,1234.32,559.88,Nearshore Invertebrates,Scallop,11.19,13812.04,0.01,3732.52,0.44130047
Tongass,Sitka_2013,Sitka,2013,Nearshore,Sea Urchin,0.03,8458,256.75,116.46,Nearshore Invertebrates,Scallop,11.19,2872.98,0.00,776.38,0.091792947
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Seabirds and Loons,0.01,8458,46.58,21.13,Birds/Eggs,Duck,16.00,745.25,0.00,140.85,0.016652848
Tongass,Sitka_2013,Sitka,2013,Marine,Seal,2.93,8458,24747.41,11225.24,Marine Mammals,Halibut,27.99,692597.50,0.69,74834.91,8.847825386
Tongass,Sitka_2013,Sitka,2013,Nearshore,Seaweed/Kelp,1.89,8458,16009.87,7261.95,Seaweed/Kelp,Seaweed,130.88,2095371.26,2.10,48413.02,5.723932414
Tongass,Sitka_2013,Sitka,2013,Marine,Shrimp,8.26,8458,69820.82,31670.19,Marine Invertebrates,Shrimp,7.99,557868.38,0.56,211134.62,24.96271219
Tongass,Sitka_2013,Sitka,2013,Marine,Skates,0.04,8458,349.34,158.46,Non-Halibut Fish,Halibut,27.99,9776.74,0.01,1056.37,0.124896357
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Smelt,0.08,8458,714.96,324.30,Other Freshwater/Anadromous Fish,Herring,9.32,6663.42,0.01,2162.00,0.255615872
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Sockeye Salmon,13.92,8458,117711.45,53393.02,Salmon,Pacific Salmon,11.99,1411360.28,1.41,355953.43,42.08482323
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Squirrel,0.01,8458,116.45,52.82,Small Land Mammals,Venison,25.00,2910.90,0.00,352.12,0.04163212
Tongass,Sitka_2013,Sitka,2013,Marine,Stellar Sea Lion,0.15,8458,1276.36,578.95,Marine Mammals,Halibut,27.99,35721.16,0.04,3859.66,0.456332249
Tongass,Sitka_2013,Sitka,2013,Marine,Tanner Crab,4.38,8458,37071.94,16815.55,Offshore Crab,Crab,30.00,1112121.08,1.11,112103.66,13.25415654
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Unknown Salmon,0.01,8458,104.29,47.30,Salmon,Pacific Salmon,11.99,1250.41,0.00,315.36,0.037285489
Tongass,Sitka_2013,Sitka,2013,Freshwater_Anadromous,Unknown Trout,0.01,8458,44.60,20.23,Trout,Pacific Salmon,11.99,534.79,0.00,134.88,0.015946665
Tongass,Sitka_2013,Sitka,2013,Terrestrial,Upland Game Birds,0.05,8458,383.37,173.89,Birds/Eggs,Duck,16.00,6133.88,0.01,1159.28,0.137063579
Tongass,Skagway_1987,Skagway,1987,Terrestrial,Berries,1.42,1164,1652.88,749.73,Berries,Blueberries,8.96,14809.80,0.01,4998.23,4.294007769
Tongass,Skagway_1987,Skagway,1987,Terrestrial,Black Bear,0.20,1164,232.80,105.60,Other Large Land Mammals,Bison,33.00,7681.93,0.01,703.98,0.604789827
Tongass,Skagway_1987,Skagway,1987,Freshwater_Anadromous,Chinook Salmon,4.92,1164,5726.88,2597.67,Salmon,Pacific Salmon,11.99,68665.29,0.07,17317.79,14.87782974
Tongass,Skagway_1987,Skagway,1987,Freshwater_Anadromous,Chum Salmon,3.54,1164,4120.56,1869.05,Salmon,Pacific Salmon,11.99,49405.51,0.05,12460.36,10.70477993
Tongass,Skagway_1987,Skagway,1987,Nearshore,Clam,0.08,1164,93.12,42.24,Mollusc,Scallop,11.19,1042.01,0.00,281.59,0.241915931
Tongass,Skagway_1987,Skagway,1987,Freshwater_Anadromous,Coho Salmon,3.72,1164,4330.08,1964.09,Salmon,Pacific Salmon,11.99,51917.66,0.05,13093.94,11.24909078
Tongass,Skagway_1987,Skagway,1987,Terrestrial,Deer,3.27,1164,3806.28,1726.50,Deer,Venison,25.00,95149.39,0.10,11510.00,9.888313666
Tongass,Skagway_1987,Skagway,1987,Freshwater_Anadromous,Dolly Varden,5.25,1164,6111.00,2771.90,Char,Pacific Salmon,11.99,73270.89,0.07,18479.35,15.87573295
Tongass,Skagway_1987,Skagway,1987,Terrestrial,Duck,0.12,1164,139.68,63.36,Birds/Eggs,Duck,16.00,2234.88,0.00,422.39,0.362873896
Tongass,Skagway_1987,Skagway,1987,Nearshore,Dungeness Crab,0.73,1164,849.72,385.43,Nearshore Crab,Crab,30.00,25490.75,0.03,2569.51,2.207482867
